split,model,n_seeds,positive_rate_true,n_samples,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std,positive_rate_pred_mean,positive_rate_pred_std,threshold_mean,threshold_std,coverage_mean,coverage_std
test_cost,RF,10,0.7,400,0.78575,0.003545341231030432,0.9560074543945308,0.009298863538651128,0.7275,0.004141077888315745,0.8262070070088126,0.0022212743642032176,0.8570163690476191,0.004848122274860048,0.53275,0.00776834745761429,0.374,0.013498971154211043,1.0,0.0
test_cost,TCN,10,0.7,400,0.7594999999999998,0.03694590640382233,0.9616268827603118,0.028892429149000545,0.6853571428571429,0.06343015334792668,0.7980974516192629,0.03948557131843616,0.8568839285714285,0.022519391340516247,0.4999999999999999,0.05569011482201207,0.145,0.17456294630368216,1.0,0.0
test_cost,XGB,10,0.7,400,0.7907500000000001,0.004090979236211182,0.9500418887104074,0.0048103364608404146,0.74,0.0040546158014110574,0.8319597490810227,0.003343505099021864,0.8618973214285713,0.005730243448250902,0.54525,0.0038097098168875044,0.31300000000000006,0.011595018087284055,1.0,0.0
test_main,RF,10,0.7,4000,0.828875,0.0015601371022374202,0.9690455024160606,0.004510109663260933,0.7805,0.004530696512055705,0.8645935279783703,0.0015378443526221535,0.9017653125,0.0015588080460333911,0.563825,0.005683858724493423,0.374,0.013498971154211043,1.0,0.0
test_main,TCN,10,0.7,4000,0.8117249999999998,0.025964037628997523,0.9545543547663904,0.026367945058448576,0.7692142857142857,0.05180029898617081,0.8503805821076919,0.02597098631341829,0.8924195089285714,0.018590239895256835,0.565175,0.050473184574693825,0.145,0.17456294630368216,1.0,0.0
test_main,XGB,10,0.7,4000,0.8331500000000001,0.0022459840703897387,0.9711522034921873,0.004783178488173985,0.7849999999999999,0.005661962833616234,0.8681840762058576,0.0021946227724758613,0.9011094196428571,0.0018775286591966812,0.56585,0.0065840716885526,0.31300000000000006,0.011595018087284055,1.0,0.0
val,RF,10,0.7142857142857143,12628,0.8363715552739943,0.0008683161338936901,0.9577117884187636,0.005105276394394803,0.8065742793791575,0.003664336522628006,0.8756505610867894,0.00040315558663822914,0.8627450393557554,0.0006538825624947065,0.6015917009819448,0.005896909587797546,0.374,0.013498971154211043,1.0,0.0
val,TCN,10,0.7142857142857143,12628,0.8599303135888501,0.012112786728225957,0.9490662891726188,0.027223502425336218,0.850731707317073,0.02349677076027155,0.8966429174333801,0.008528920153095513,0.9165380270991784,0.01873880088854685,0.6411149825783972,0.03412173434908296,0.145,0.17456294630368216,1.0,0.0
val,XGB,10,0.7142857142857143,12628,0.8475134621476084,0.0008415433650516424,0.9641770834812539,0.004076762787825346,0.8168957871396897,0.003324792443082057,0.8844336719480621,0.0006392529035668766,0.9019595021042177,0.0006102822005360717,0.6051948051948053,0.0049653525531028146,0.31300000000000006,0.011595018087284055,1.0,0.0
