mode,model,attacks_evaluated,ACT_Hit@5,K-Concord,SGR,Top1_recall,Top3_recall,Top5_recall,llm_calls,prompt_tokens,completion_tokens,total_tokens,cost_usd,avg_cost_per_attack
hybrid,gpt-4.1-nano,286,0.6783216783216783,0.423018648018648,0.6854397426126464,0.2972027972027972,0.5174825174825175,0.6783216783216783,286,132937,36553,169490,0.0279148999999999,9.760454545454542e-05
hybrid,gpt-4o-mini,286,0.6818181818181818,0.4244755244755244,0.6854397426126464,0.2937062937062937,0.5244755244755245,0.6818181818181818,286,132937,36553,169490,0.04187235,0.0001464068181818
hybrid,gpt-4.1-mini,286,0.6923076923076923,0.4298951048951049,0.6854397426126464,0.2972027972027972,0.5209790209790209,0.6923076923076923,286,132937,36553,169490,0.1116595999999999,0.0003904181818181
hybrid,gpt-4.1,286,0.6923076923076923,0.4303613053613054,0.6854397426126464,0.2972027972027972,0.541958041958042,0.6923076923076923,286,132937,36549,169486,0.5582659999999999,0.001951979020979
hybrid,gpt-4o,286,0.6818181818181818,0.4262237762237762,0.6854397426126464,0.2972027972027972,0.5244755244755245,0.6818181818181818,286,132937,36553,169490,0.6978725000000001,0.0024401136363636
