margin_q,margin,u_low,u_high,gray_zone_ratio_cv,gray_zone_ratio_test,f1_test,recall_test,roc_auc_test,f1_gray_test,recall_gray_test,roc_auc_gray_test,n_gray_test
0.6,0.08816302262282591,0.25183697737717414,0.4281630226228259,0.354,0.3675,0.891640866873065,0.864,0.9326767499999999,0.26373626373626374,0.200836820083682,0.6353816504593675,1470
0.7,0.08826995784152869,0.25173004215847133,0.4282699578415287,0.4375,0.44825,0.891640866873065,0.864,0.9326767499999999,0.2474747474747475,0.1814814814814815,0.6360472751149049,1793
0.8,0.0885000705627512,0.2514999294372488,0.42850007056275125,0.549,0.55,0.891640866873065,0.864,0.9326767499999999,0.22790697674418606,0.1617161716171617,0.6421029556830222,2200
0.9,0.17906977128625826,0.16093022871374177,0.5190697712862583,0.58725,0.583,0.891640866873065,0.864,0.9326767499999999,0.3476764199655766,0.2707774798927614,0.6571895438253638,2332
