lambda,roc_auc_cv,n_eval
0.0,0.9371515000000001,4000
0.1,0.9371515000000001,4000
0.2,0.9371515000000001,4000
0.30000000000000004,0.9371515000000001,4000
0.4,0.9371515000000001,4000
0.5,0.9371515000000001,4000
0.6000000000000001,0.9371515000000001,4000
0.7000000000000001,0.9371515000000001,4000
0.8,0.9371515000000001,4000
0.9,0.9371515000000001,4000
1.0,0.9371515000000001,4000
