dataset,q,seed,f1,recall,precision,roc_auc,gray_ratio,llm_call_rate,shortcut_filter_rate,xgb_shortcut_rate,instability,worst_case_recall,prr,ensemble_entropy_mean,model_discrepancy_mean,llm_calls,billed_llm_calls,cache_hits,cache_hit_rate,prompt_tokens,completion_tokens,total_tokens,cost_usd,avg_cost_per_call_usd,billed_prompt_tokens,billed_completion_tokens,billed_total_tokens,billed_cost_usd,billed_avg_cost_per_call_usd,llm_only_latency_ms,llm_only_avg_latency_ms_per_sample,billed_llm_only_latency_ms,billed_llm_only_avg_latency_ms_per_sample,uses_actual_api_usage,base_latency_ms,routing_feature_latency_ms,routing_overhead_ms,mode_wall_latency_ms,total_latency_ms,avg_latency_ms_per_sample,tau,gray_margin,entropy_threshold,discrepancy_threshold,mode
main,0.4,9,0.8899188876013905,0.8228571428571428,0.9688814129520604,0.8720958333333333,0.309,0.0625,0.2465,0.2465,0.0264556285878026,0.1483516483516483,0.9901509376429334,0.44168649763792,0.0940343739773798,250,13,237,0.948,438719,1997,440716,0.06700605,0.0002680241999999,22847,102,22949,0.0034882499999999,0.0002683269230769,743327.5278388937,185.83188195972343,11453.915872003565,2.8634789680008907,True,774.4673404886846,4.329042003519135,0.0,18224.861083999713,744106.3242213859,186.02658105534647,0.4100000000000001,0.2281822239561854,0.7564255001576456,1.0,selective_no_graph
main,0.6,0,0.8772139303482587,0.7871428571428571,0.990561797752809,0.9220848214285716,0.0,0.0,0.0,0.0,0.017766672527331,0.3405797101449275,0.944529542560672,0.4557748877590871,0.0982351986408694,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.68516701948829,2.0680839952547103,2.0680839952547103,781.2205915034276,0.1953051478758569,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,ensemble_only
main,0.6,1,0.8668261562998405,0.7764285714285715,0.9810469314079422,0.9098708333333332,0.0,0.0,0.0,0.0,0.0178831481403561,0.0,0.9268641760568708,0.4448958981791617,0.0946763055519606,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.067125002620742,2.0568339969031513,2.0568339969031513,780.5912994882085,0.1951478248720521,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,ensemble_only
main,0.6,2,0.8740978348035284,0.7785714285714286,0.9963436928702012,0.9258607142857144,0.0,0.0,0.0,0.0,0.018605574117341,0.0,0.9353641829667402,0.4448324672644325,0.09405120957985,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.013291007140651,2.046457986580208,2.046457986580208,780.5270894824055,0.1951317723706013,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,ensemble_only
main,0.6,3,0.8719585161547666,0.7807142857142857,0.987353206865402,0.9115648809523808,0.0,0.0,0.0,0.0,0.0184275234031529,0.0,0.935570992047676,0.4396601684427243,0.0938373513534649,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.043249995447695,2.138749987352639,2.138749987352639,780.649340471485,0.1951623351178712,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,ensemble_only
main,0.6,4,0.8776,0.7835714285714286,0.9972727272727272,0.9225738095238096,0.0,0.0,0.0,0.0,0.0179050303242271,0.0,0.939494122785363,0.4433881721079302,0.0942453325426032,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.010750009911135,2.128041989635676,2.128041989635676,780.6061324882314,0.1951515331220578,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,ensemble_only
main,0.6,5,0.8786264061574897,0.795,0.9819144243493604,0.919970238095238,0.0,0.0,0.0,0.0,0.0177574398833533,0.3405797101449275,0.9263531843431082,0.4433708971414675,0.0896431908087301,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.041499982122332,2.042750013060868,2.042750013060868,780.5515904838678,0.1951378976209669,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,ensemble_only
main,0.6,6,0.8699154248892469,0.7714285714285715,0.997229916897507,0.9106964285714284,0.0,0.0,0.0,0.0,0.0178461661578803,0.0,0.9281426856456868,0.4395189044048598,0.0940487377765955,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,3.9502500148955737,2.0841660152655095,2.0841660152655095,780.5017565188457,0.1951254391297114,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,ensemble_only
main,0.6,7,0.8739462063428342,0.7775,0.9977085242896424,0.91641875,0.0,0.0,0.0,0.0,0.0184716699511706,0.0,0.92998939132741,0.4382426560359112,0.0941644284796277,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.013249999843538,2.0658329885918647,2.0658329885918647,780.54642347712,0.19513660586928,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,ensemble_only
main,0.6,8,0.8656896205581208,0.77,0.988537368179734,0.9040645833333332,0.0,0.0,0.0,0.0,0.017871807326748,0.0,0.9250665956313264,0.4563162645115407,0.0995391990415837,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.007749987067655,2.15408400981687,2.15408400981687,780.6291744855691,0.1951572936213922,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,ensemble_only
main,0.6,9,0.8724131002612016,0.7753571428571429,0.9972439136426274,0.9221928571428571,0.0,0.0,0.0,0.0,0.0186046423245946,0.0,0.931750789844315,0.44168649763792,0.0940343739773798,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,3.9935420209076256,2.08058298449032,2.08058298449032,780.5414654940826,0.1951353663735206,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,ensemble_only
main,0.6,0,0.8828263002944062,0.8032142857142858,0.9799564270152504,0.910710119047619,0.41,0.0,0.31075,0.31075,0.0157725647105381,0.3831521739130434,0.957952248729718,0.4557748877590871,0.0982351986408694,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.68516701948829,2.4003330036066473,2.4003330036066473,781.5528405117796,0.1953882101279448,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,no_llm
main,0.6,1,0.8672566371681416,0.7875,0.9649890590809628,0.8918924107142858,0.3985,0.0,0.30575,0.30575,0.0156770622019095,0.0,0.9340236686390532,0.4448958981791617,0.0946763055519606,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.067125002620742,2.0346669771242887,2.0346669771242887,780.5691324684296,0.1951422831171074,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,no_llm
main,0.6,2,0.8793650793650793,0.7914285714285715,0.9892857142857144,0.9114522321428572,0.3905,0.0,0.308,0.308,0.0160121187234228,0.0,0.941034235998644,0.4448324672644325,0.09405120957985,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.013291007140651,2.002000022912398,2.002000022912398,780.4826315187377,0.1951206578796844,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,no_llm
main,0.6,3,0.8759383642828922,0.7917857142857143,0.980106100795756,0.9067898809523808,0.4015,0.0,0.3175,0.3175,0.0160604976886315,0.0,0.9403432709489326,0.4396601684427243,0.0938373513534649,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.043249995447695,2.013833000091836,2.013833000091836,780.5244234842241,0.195131105871056,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,no_llm
main,0.6,4,0.8830501777953378,0.7982142857142858,0.9880636604774536,0.9124233630952382,0.38475,0.0,0.30575,0.30575,0.0151082748627135,0.0,0.9533756431598064,0.4433881721079302,0.0942453325426032,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.010750009911135,2.0256669959053397,2.0256669959053397,780.5037574945011,0.1951259393736252,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,no_llm
main,0.6,5,0.8807160926250244,0.8082142857142857,0.9675074818298418,0.905761755952381,0.39875,0.0,0.29825,0.29825,0.0176057992174219,0.3539130434782608,0.9290292923592272,0.4433708971414675,0.0896431908087301,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.041499982122332,2.0265829807613045,2.0265829807613045,780.5354234515682,0.195133855862892,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,no_llm
main,0.6,6,0.8719074221867518,0.7803571428571429,0.9877938517179023,0.9043517857142858,0.4055,0.0,0.325,0.325,0.0151590130556784,0.0,0.9339022725980402,0.4395189044048598,0.0940487377765955,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,3.9502500148955737,2.010458003496751,2.010458003496751,780.4280485070769,0.1951070121267692,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,no_llm
main,0.6,7,0.8801268080047553,0.7932142857142858,0.9884290164663996,0.9104602678571428,0.39225,0.0,0.321,0.321,0.0151983545813845,0.0,0.9456506551867376,0.4382426560359112,0.0941644284796277,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.013249999843538,2.392042020801455,2.392042020801455,780.8726325093296,0.1952181581273324,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,no_llm
main,0.6,8,0.8668126617559228,0.7775,0.9793072424651372,0.8960169642857143,0.41175,0.0,0.3325,0.3325,0.0155039727074049,0.0,0.9333311152515305,0.4563162645115407,0.0995391990415837,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.007749987067655,2.028416987741366,2.028416987741366,780.5035074634936,0.1951258768658734,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,no_llm
main,0.6,9,0.8829471182412358,0.7960714285714285,0.9911071587372166,0.9149967261904762,0.40525,0.0,0.324,0.324,0.0162000523415142,0.0,0.9529614181439,0.44168649763792,0.0940343739773798,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,3.9935420209076256,2.02416701358743,2.02416701358743,780.4850495231797,0.1951212623807949,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,no_llm
main,0.6,0,0.8867677334830619,0.8460714285714286,0.9315768777034998,0.8147547619047619,0.41,0.09925,0.31075,0.31075,0.0285026028922313,0.68,1.016051695608346,0.4557748877590871,0.0982351986408694,397,0,397,1.0,696942,3170,700112,0.1064432999999999,0.0002681191435768,0,0,0,0.0,0.0,439502.9724868946,109.87574312172364,0.0,0.0,True,774.4673404886846,4.981291000149213,0.0,120.49941600344027,440282.4211183834,110.07060527959584,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective
main,0.6,1,0.8761976329137704,0.8328571428571429,0.9242964724534284,0.8033544642857142,0.3985,0.09275,0.30575,0.30575,0.0291371763859843,0.0851449275362318,0.9936999244142102,0.4448958981791617,0.0946763055519606,371,0,371,1.0,651392,2966,654358,0.0994884,0.0002681628032345,0,0,0,0.0,0.0,377581.2182270165,94.39530455675413,0.0,0.0,True,774.4673404886846,4.7851659983280115,0.0,76.45591699838405,378360.4707335035,94.59011768337588,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective
main,0.6,2,0.8880015212017494,0.8339285714285715,0.9495729971533144,0.8365757440476189,0.3905,0.0825,0.308,0.308,0.0289649555998944,0.0871212121212121,0.9989423259343578,0.4448324672644325,0.09405120957985,330,0,330,1.0,579512,2637,582149,0.088509,0.000268209090909,0,0,0,0.0,0.0,402481.2312380236,100.6203078095059,0.0,0.0,True,774.4673404886846,4.966874999809079,0.0,72.53570800094167,403260.6654535121,100.81516636337804,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective
main,0.6,3,0.8807130665655225,0.8292857142857143,0.9389405580266882,0.8293715773809524,0.4015,0.084,0.3175,0.3175,0.0276992372955637,0.133399209486166,0.990618082751575,0.4396601684427243,0.0938373513534649,336,0,336,1.0,590103,2686,592789,0.09012705,0.0002682352678571,0,0,0,0.0,0.0,409517.18150201486,102.37929537550372,0.0,0.0,True,774.4673404886846,4.67295899943565,0.0,68.58724999983679,410296.32180150296,102.57408045037576,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective
main,0.6,4,0.8896486229819563,0.8364285714285714,0.950101419878296,0.8387702380952381,0.38475,0.079,0.30575,0.30575,0.0274244355423667,0.0871212121212121,1.003269376899696,0.4433881721079302,0.0942453325426032,316,0,316,1.0,554541,2524,557065,0.08469555,0.000268023892405,0,0,0,0.0,0.0,504180.2889111277,126.04507222778192,0.0,0.0,True,774.4673404886846,4.562041998724453,0.0,62.311707999469945,504959.3182936151,126.23982957340378,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective
main,0.6,5,0.8877777777777778,0.8560714285714286,0.921923076923077,0.8071736607142856,0.39875,0.1005,0.29825,0.29825,0.0321167525573723,0.5339912280701754,0.9900967156961517,0.4433708971414675,0.0896431908087301,402,0,402,1.0,705466,3210,708676,0.1077459,0.0002680246268656,0,0,0,0.0,0.0,1121775.9123569997,280.44397808924987,0.0,0.0,True,774.4673404886846,4.535916999884648,0.0,78.47762500023236,1122554.915614488,280.638728903622,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective
main,0.6,6,0.8794489092996556,0.8207142857142857,0.9472382522671065,0.825752380952381,0.4055,0.0805,0.325,0.325,0.0297233560557868,0.0851449275362318,0.9879678175821244,0.4395189044048598,0.0940487377765955,322,0,322,1.0,565492,2575,568067,0.0863688,0.0002682260869565,0,0,0,0.0,0.0,1103482.5347001315,275.8706336750329,0.0,0.0,True,774.4673404886846,4.466917001991533,0.0,64.43850000141538,1104261.468957622,276.06536723940553,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective
main,0.6,7,0.8827796869033983,0.8257142857142857,0.948318293683347,0.8314781250000001,0.39225,0.07125,0.321,0.321,0.0281788557797421,0.0851449275362318,0.9891026370707644,0.4382426560359112,0.0941644284796277,285,0,285,1.0,500184,2278,502462,0.0763943999999999,0.0002680505263157,0,0,0,0.0,0.0,940424.5989149786,235.10614972874464,0.0,0.0,True,774.4673404886846,4.786624998814659,0.0,58.19945799885318,941203.852880466,235.3009632201165,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective
main,0.6,8,0.8689655172413793,0.81,0.937190082644628,0.8134803571428572,0.41175,0.07925,0.3325,0.3325,0.0286320076711602,0.0851449275362318,0.975200213561132,0.4563162645115407,0.0995391990415837,317,0,317,1.0,556428,2534,558962,0.0849846,0.0002680902208201,0,0,0,0.0,0.0,690715.8310336526,172.67895775841316,0.0,0.0,True,774.4673404886846,4.75591699796496,0.0,62.511583000741666,691495.0542911392,172.8737635727848,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective
main,0.6,9,0.8899485027655922,0.8332142857142857,0.9549733933688088,0.8495485119047619,0.40525,0.08125,0.324,0.324,0.0300058632510795,0.1547619047619047,1.0024800396349016,0.44168649763792,0.0940343739773798,325,0,325,1.0,570338,2600,572938,0.0871107,0.0002680329230769,0,0,0,0.0,0.0,984244.730459788,246.06118261494703,0.0,0.0,True,774.4673404886846,4.654374999518041,0.0,64.74449999950593,985023.8521752764,246.2559630438191,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective
main,0.6,0,0.875,0.895,0.8558743169398907,0.6548627976190475,0.41,0.41,0.0,0.0,0.0640631819634,0.86,1.072953216374269,0.4557748877590871,0.0982351986408694,1640,291,1349,0.822560975609756,2877275,12347,2889622,0.4389994499999999,0.0002676825914634,510480,2089,512569,0.0778254,0.0002674412371134,1831592.1016926004,457.8980254231501,298650.7519678853,74.66268799197132,True,774.4673404886846,4.68516701948829,0.0,446904.8497500189,1832371.2542001088,458.09281355002713,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_filter
main,0.6,1,0.8639157155399473,0.8785714285714286,0.8497409326424871,0.6485363095238095,0.3985,0.3985,0.0,0.0,0.065224103384473,0.3190909090909091,1.0475498064394295,0.4448958981791617,0.0946763055519606,1594,336,1258,0.7892095357590966,2795921,11962,2807883,0.4265653499999999,0.0002676068695106,588807,2387,591194,0.0897532499999999,0.0002671227678571,1655453.8652189658,413.86346630474145,425085.6714497786,106.27141786244464,True,774.4673404886846,4.067125002620742,0.0,662365.8705420094,1656232.399684457,414.05809992111426,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_filter
main,0.6,2,0.8735795454545454,0.8785714285714286,0.8686440677966102,0.6729175595238095,0.3905,0.3905,0.0,0.0,0.0653412698437887,0.3333333333333333,1.051580982711556,0.4448324672644325,0.09405120957985,1562,396,1166,0.7464788732394366,2739729,11720,2751449,0.41799135,0.0002676000960307,694042,2825,696867,0.1058013,0.000267175,2946579.1138698114,736.6447784674529,1726658.9734976878,431.6647433744219,True,774.4673404886846,4.013291007140651,475599.3696721853,3422178.4835419967,3422956.9641734925,855.7392410433731,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_filter
main,0.6,3,0.8700863740525295,0.8814285714285715,0.8590323703445876,0.6609699404761905,0.4015,0.4015,0.0,0.0,0.0654083151312056,0.2763636363636363,1.0520690372218755,0.4396601684427243,0.0938373513534649,1606,353,1253,0.7801992528019925,2816480,12050,2828530,0.429702,0.0002675603985056,618588,2521,621109,0.0943008,0.0002671410764872,2500609.4188964926,625.1523547241231,1202238.4375669644,300.5596093917411,True,774.4673404886846,4.043249995447695,14433.078645495698,2515042.4975419883,2515821.0081324726,628.9552520331182,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_filter
main,0.6,4,0.8719858156028368,0.8782142857142857,0.8658450704225352,0.6637473214285715,0.38475,0.38475,0.0,0.0,0.0670564601621039,0.3920807453416149,1.052550206901788,0.4433881721079302,0.0942453325426032,1539,357,1182,0.7680311890838206,2698715,11527,2710242,0.41172345,0.0002675266081871,625805,2549,628354,0.0954001499999999,0.0002672273109243,2212408.8602323607,553.1022150580901,499969.3378658267,124.99233446645668,True,774.4673404886846,4.010750009911135,0.0,683086.3016250078,2213187.3383228593,553.2968345807149,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_filter
main,0.6,5,0.8688553065832899,0.8932142857142857,0.8457896516739939,0.6391794642857143,0.39875,0.39875,0.0,0.0,0.0662333445758804,0.6726190476190477,1.033054604070119,0.4433708971414675,0.0896431908087301,1595,360,1235,0.774294670846395,2797243,11987,2809230,0.42677865,0.0002675728213166,631100,2576,633676,0.0962106,0.0002672516666666,5068834.4017323395,1267.208600433085,1433536.3476720522,358.38408691801305,True,774.4673404886846,4.041499982122332,0.0,2724064.8417499904,5069612.91057281,1267.4032276432026,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_filter
main,0.6,6,0.8671875,0.8721428571428571,0.8622881355932204,0.658253869047619,0.4055,0.4055,0.0,0.0,0.0702854748882324,0.3060200668896321,1.0479190850444349,0.4395189044048598,0.0940487377765955,1622,361,1261,0.7774352651048089,2844766,12168,2856934,0.4340156999999999,0.0002675805795314,632790,2580,635370,0.0964664999999999,0.0002672202216066,5522505.425061885,1380.6263562654713,1524795.3810450565,381.19884526126407,True,774.4673404886846,3.9502500148955737,0.0,3122801.9736249987,5523283.842652389,1380.8209606630971,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_filter
main,0.6,7,0.8713046556912728,0.8789285714285714,0.8638118638118638,0.6585992559523809,0.39225,0.39225,0.0,0.0,0.0674025451486833,0.3060200668896321,1.0524274146137944,0.4382426560359112,0.0941644284796277,1569,359,1210,0.7711918419375399,2751486,11745,2763231,0.4197699,0.0002675397705544,629190,2562,631752,0.0959157,0.0002671746518105,5514284.300503466,1378.5710751258666,1610117.5467421417,402.5293866855354,True,774.4673404886846,4.013249999843538,0.0,3092072.133042006,5515062.781093955,1378.7656952734887,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_filter
main,0.6,8,0.8593277609816824,0.8628571428571429,0.8558271342543393,0.65133125,0.41175,0.41175,0.0,0.0,0.0696291320251535,0.2326839826839826,1.0366237917649743,0.4563162645115407,0.0995391990415837,1647,381,1266,0.7686703096539163,2889505,12350,2901855,0.4408357499999999,0.0002676598360655,668036,2721,670757,0.1018379999999999,0.0002672913385826,4262224.7076817155,1065.556176920429,1720936.891924037,430.2342229810092,True,774.4673404886846,4.007749987067655,0.0,3290448.104540992,4263003.182772191,1065.7507956930478,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_filter
main,0.6,9,0.8751549495307243,0.8825,0.8679311556023884,0.6692154761904762,0.40525,0.40525,0.0,0.0,0.0690061811154067,0.3875,1.0603636605834554,0.44168649763792,0.0940343739773798,1621,382,1239,0.7643429981492905,2841984,12158,2854142,0.4335924,0.000267484515731,669239,2715,671954,0.10201485,0.0002670545811518,5330644.8541188445,1332.6612135297112,1647934.657284175,411.98366432104376,True,774.4673404886846,3.9935420209076256,0.0,3300582.5947079863,5331423.315001354,1332.8558287503383,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_filter
main,0.6,0,0.8869337326843879,0.8460714285714286,0.9319433516915814,0.8155522321428571,0.41,0.09925,0.31075,0.31075,0.0283979355953949,0.68,1.016051695608346,0.4557748877590871,0.0982351986408694,397,0,397,1.0,696728,3169,699897,0.1064106,0.0002680367758186,0,0,0,0.0,0.0,767449.2081739736,191.8623020434934,0.0,0.0,True,774.4673404886846,4.68516701948829,0.0,112.18399999779648,768228.3606814818,192.0570901703705,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_graph
main,0.6,1,0.8761976329137704,0.8328571428571429,0.9242964724534284,0.8033544642857142,0.3985,0.09275,0.30575,0.30575,0.0291371763859843,0.0851449275362318,0.9936999244142102,0.4448958981791617,0.0946763055519606,371,0,371,1.0,651106,2966,654072,0.0994454999999999,0.0002680471698113,0,0,0,0.0,0.0,675990.8444610192,168.9977111152548,0.0,0.0,True,774.4673404886846,4.067125002620742,0.0,68.58449999708682,676769.3789265105,169.19234473162763,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_graph
main,0.6,2,0.8880015212017494,0.8339285714285715,0.9495729971533144,0.8365757440476189,0.3905,0.0825,0.308,0.308,0.0289649555998944,0.0871212121212121,0.9989423259343578,0.4448324672644325,0.09405120957985,330,0,330,1.0,579327,2637,581964,0.08848125,0.000268125,0,0,0,0.0,0.0,844019.0285301942,211.00475713254855,0.0,0.0,True,774.4673404886846,4.013291007140651,0.0,60.67183398408815,844797.50916169,211.19937729042252,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_graph
main,0.6,3,0.8807130665655225,0.8292857142857143,0.9389405580266882,0.8293715773809524,0.4015,0.084,0.3175,0.3175,0.027710183679154,0.133399209486166,0.990618082751575,0.4396601684427243,0.0938373513534649,336,0,336,1.0,589790,2686,592476,0.0900801,0.0002680955357142,0,0,0,0.0,0.0,670548.4207893314,167.63710519733286,0.0,0.0,True,774.4673404886846,4.043249995447695,0.0,61.3927920057904,671326.9313798156,167.8317328449539,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_graph
main,0.6,4,0.889606688200646,0.8360714285714286,0.950466910272026,0.8392354166666667,0.38475,0.079,0.30575,0.30575,0.0273187145139235,0.0871212121212121,1.0028409954407294,0.4433881721079302,0.0942453325426032,316,0,316,1.0,554392,2522,556914,0.084672,0.0002679493670886,0,0,0,0.0,0.0,750388.7126280752,187.5971781570188,0.0,0.0,True,774.4673404886846,4.010750009911135,0.0,59.03849998139776,751167.1907185738,187.79179767964345,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_graph
main,0.6,5,0.8877777777777778,0.8560714285714286,0.921923076923077,0.8071736607142856,0.39875,0.1005,0.29825,0.29825,0.0321167525573723,0.5339912280701754,0.9900967156961517,0.4433708971414675,0.0896431908087301,402,0,402,1.0,705304,3210,708514,0.1077216,0.0002679641791044,0,0,0,0.0,0.0,1000955.1701438032,250.2387925359508,0.0,0.0,True,774.4673404886846,4.041499982122332,0.0,73.58204200863838,1001733.678984274,250.4334197460685,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_graph
main,0.6,6,0.8796632867801798,0.8210714285714286,0.9472599917593736,0.8260910714285714,0.4055,0.0805,0.325,0.325,0.0296920177007349,0.0851449275362318,0.9883977426550496,0.4395189044048598,0.0940487377765955,322,0,322,1.0,565306,2576,567882,0.0863414999999999,0.0002681413043478,0,0,0,0.0,0.0,1021378.5063321992,255.34462658304983,0.0,0.0,True,774.4673404886846,3.9502500148955737,0.0,60.231124982237816,1022156.9239227028,255.53923098067577,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_graph
main,0.6,7,0.8826111853407139,0.8257142857142857,0.947929479294793,0.8306688988095238,0.39225,0.07125,0.321,0.321,0.0281835411922484,0.0851449275362318,0.9891026370707644,0.4382426560359112,0.0941644284796277,285,0,285,1.0,500069,2279,502348,0.07637775,0.0002679921052631,0,0,0,0.0,0.0,801096.1703792855,200.27404259482137,0.0,0.0,True,774.4673404886846,4.013249999843538,0.0,53.373417002148926,801874.650969774,200.4686627424435,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_graph
main,0.6,8,0.8689152932157915,0.8096428571428571,0.9375516956162118,0.8139486607142856,0.41175,0.07925,0.3325,0.3325,0.0285001727415233,0.0851449275362318,0.9747702311036536,0.4563162645115407,0.0995391990415837,317,0,317,1.0,556229,2532,558761,0.0849535499999999,0.0002679922712933,0,0,0,0.0,0.0,794312.5593040895,198.5781398260224,0.0,0.0,True,774.4673404886846,4.007749987067655,0.0,60.352500004228204,795091.0343945653,198.77275859864133,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_graph
main,0.6,9,0.8899485027655922,0.8332142857142857,0.9549733933688088,0.8495485119047619,0.40525,0.08125,0.324,0.324,0.0300058632510795,0.1547619047619047,1.0024800396349016,0.44168649763792,0.0940343739773798,325,0,325,1.0,570154,2600,572754,0.0870831,0.000267948,0,0,0,0.0,0.0,1002316.1329227732,250.5790332306933,0.0,0.0,True,774.4673404886846,3.9935420209076256,0.0,60.289458982879296,1003094.5938052828,250.77364845132072,0.4100000000000001,0.2564322105611923,0.7228677466422825,1.0,selective_no_graph
main,0.65,0,0.8828263002944062,0.8032142857142858,0.9799564270152504,0.910710119047619,0.42075,0.0,0.31625,0.31625,0.0157725647105381,0.3831521739130434,0.957952248729718,0.4557748877590871,0.0982351986408694,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,3841.50300952053,4.2792500025825575,1.8919169961009177,1.8919169961009177,3847.6741765192137,0.9619185441298034,0.4100000000000001,0.2617648835058967,0.7176433439215327,1.0,no_llm
