dataset,q,seed,f1,recall,precision,roc_auc,gray_ratio,llm_call_rate,shortcut_filter_rate,xgb_shortcut_rate,instability,worst_case_recall,prr,ensemble_entropy_mean,model_discrepancy_mean,llm_calls,billed_llm_calls,cache_hits,cache_hit_rate,prompt_tokens,completion_tokens,total_tokens,cost_usd,avg_cost_per_call_usd,billed_prompt_tokens,billed_completion_tokens,billed_total_tokens,billed_cost_usd,billed_avg_cost_per_call_usd,llm_only_latency_ms,llm_only_avg_latency_ms_per_sample,billed_llm_only_latency_ms,billed_llm_only_avg_latency_ms_per_sample,uses_actual_api_usage,base_latency_ms,routing_feature_latency_ms,routing_overhead_ms,mode_wall_latency_ms,total_latency_ms,avg_latency_ms_per_sample,tau,gray_margin,entropy_threshold,discrepancy_threshold,mode
cost,0.4,9,0.8524590163934426,0.7428571428571429,1.0,0.9080803571428571,0.2425,0.0,0.195,0.195,,,0.8892596454640251,0.47650880356928416,0.1075359776326714,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,342.7732652826001,2.9787919993395917,1.3404999990598299,1.3404999990598299,347.09255728099953,0.8677313932024988,0.4100000000000001,0.2281822239561854,0.7564255001576456,1.0,no_llm
cost,0.4,0,0.8660194174757282,0.7964285714285714,0.948936170212766,0.8375595238095238,0.2525,0.0825,0.17,0.17,,,0.9564353234303972,0.49857324383366847,0.11538102539897566,33,4,29,0.8787878787878788,57948,263,58211,0.008849999999999998,0.0002681818181818181,6998,31,7029,0.0010683,0.000267075,42364.44175094948,105.9111043773737,8859.102667003754,22.147756667509384,True,342.7732652826001,3.5506670028553344,0.0,10940.302458002407,42710.76568323494,106.77691420808735,0.4100000000000001,0.2281822239561854,0.7564255001576456,1.0,selective
cost,0.4,0,0.862453531598513,0.8285714285714286,0.8992248062015504,0.7125744047619047,0.2525,0.2525,0.0,0.0,,,0.9933166248955724,0.49857324383366847,0.11538102539897566,101,15,86,0.8514851485148515,177418,767,178185,0.0270729,0.0002680485148514851,26309,106,26415,0.004009949999999999,0.0002673299999999999,123546.3338329464,308.865834582366,19294.39358500531,48.235983962513274,True,342.7732652826001,3.5506670028553344,0.0,26941.7822089963,123892.65776523185,309.7316444130796,0.4100000000000001,0.2281822239561854,0.7564255001576456,1.0,selective_no_filter
cost,0.6,0,0.8239564428312159,0.8107142857142857,0.8376383763837638,0.7220238095238095,1.0,1.0,0.0,0.0,,,0.9719089390142022,0.4985732438336684,0.1153810253989756,400,272,128,0.32,703051,3071,706122,0.10730025,0.000268250625,478296,2106,480402,0.073008,0.0002684117647058,356132.3846229934,890.3309615574835,238462.4492060102,596.1561230150255,True,1918.355571450258,3.522125000017695,0.0,239483.66004199488,358054.2623194437,895.1356557986093,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,full_llm
cost,0.6,0,0.8559837728194726,0.7535714285714286,0.9906103286384976,0.9026636904761904,0.32,0.0,0.2225,0.2225,,,0.898745773597023,0.4985732438336684,0.1153810253989756,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1918.355571450258,3.522125000017695,3.5713340039364994,3.5713340039364994,1925.4490304542123,4.813622576135531,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,no_llm
cost,0.6,1,0.8414634146341463,0.7392857142857143,0.9764150943396226,0.8797767857142857,0.3425,0.0,0.2275,0.2275,,,0.8768385460693153,0.4839284339810957,0.1040304548867638,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1918.355571450258,6.839082998340018,2.3036250058794394,2.3036250058794394,1927.4982794544776,4.818745698636194,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,no_llm
cost,0.6,2,0.8360655737704918,0.7285714285714285,0.9807692307692308,0.8969791666666667,0.3,0.0,0.2075,0.2075,,,0.8662950548001958,0.4864689828602192,0.1102039454674498,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1918.355571450258,4.66216700442601,1.8686250114114955,1.8686250114114955,1924.8863634660956,4.812215908665239,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,no_llm
cost,0.6,3,0.8414634146341463,0.7392857142857143,0.9764150943396226,0.8925000000000001,0.32,0.0,0.2425,0.2425,,,0.877993040534186,0.47898058805115,0.1076244001568747,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1918.355571450258,4.055208002682775,1.6951249999692664,1.6951249999692664,1924.1059044529104,4.8102647611322755,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,no_llm
cost,0.6,4,0.8459958932238193,0.7357142857142858,0.9951690821256038,0.9017857142857142,0.3,0.0,0.235,0.235,,,0.8787265435835352,0.4774121024750083,0.1069419137363263,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1918.355571450258,3.7582910008495674,1.5989160019671544,1.5989160019671544,1923.7127784530749,4.809281946132687,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,no_llm
cost,0.6,5,0.8537074148296593,0.7607142857142857,0.9726027397260274,0.9113095238095238,0.295,0.0,0.21,0.21,,,0.874428808097726,0.4838849634484194,0.1051742694414284,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1918.355571450258,3.4736249945126474,1.503082996350713,1.503082996350713,1923.3322794411215,4.808330698602804,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,no_llm
cost,0.6,6,0.8388429752066116,0.725,0.9950980392156864,0.880922619047619,0.325,0.0,0.2575,0.2575,,,0.8676529122993233,0.4720251510670698,0.1068296628356639,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1918.355571450258,3.2597080135019496,1.405959003022872,1.405959003022872,1923.021238466783,4.8075530961669575,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,no_llm
cost,0.6,7,0.8418891170431212,0.7321428571428571,0.9903381642512076,0.8981250000000001,0.31,0.0,0.245,0.245,,,0.8728427929458857,0.4764959842647511,0.1063795495199521,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1918.355571450258,3.210124996257946,1.3797499996144325,1.3797499996144325,1922.9454464461303,4.807363616115326,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,no_llm
cost,0.6,8,0.8298755186721992,0.7142857142857143,0.99009900990099,0.8839136904761905,0.295,0.0,0.2225,0.2225,,,0.8574470512186776,0.4935823910615178,0.1142279857613017,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1918.355571450258,3.0555420089513063,1.2790000037057323,1.2790000037057323,1922.6901134629152,4.806725283657288,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,no_llm
cost,0.6,9,0.8524590163934426,0.7428571428571429,1.0,0.9080803571428572,0.32,0.0,0.255,0.255,,,0.8892596454640251,0.4765088035692841,0.1075359776326714,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1918.355571450258,2.954916999442503,1.2692500022239983,1.2692500022239983,1922.5797384519249,4.806449346129812,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,no_llm
cost,0.6,0,0.8692307692307693,0.8071428571428572,0.9416666666666668,0.8206696428571427,0.32,0.0975,0.2225,0.2225,,,0.9693021663465012,0.4985732438336684,0.1153810253989756,39,39,0,0.0,68486,312,68798,0.0104601,0.0002682076923076,68486,312,68798,0.0104601,0.0002682076923076,43525.06254194304,108.8126563548576,43525.06254194304,108.8126563548576,True,1918.355571450258,3.522125000017695,170.84833305852953,43695.91087500157,45617.78857145185,114.04447142862962,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,selective
cost,0.6,0,0.8676470588235294,0.8428571428571429,0.8939393939393939,0.6995833333333333,0.32,0.32,0.0,0.0,,,1.0104427736006685,0.4985732438336684,0.1153810253989756,128,89,39,0.3046875,224755,965,225720,0.03429225,0.000267908203125,156269,653,156922,0.02383215,0.0002677769662921,117669.9354169832,294.174838542458,74144.87287504016,185.3621821876004,True,1918.355571450258,3.522125000017695,0.0,74485.8404169936,119591.81311343348,298.9795327835837,0.4100000000000001,0.2564322105611924,0.7228677466422825,1.0,selective_no_filter
main,0.2,0,0.8828263002944062,0.8032142857142858,0.9799564270152504,0.910710119047619,0.17075,0.0,0.12725,0.12725,0.0157725647105381,0.3831521739130434,0.957952248729718,0.4557748877590871,0.0982351986408694,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,3.985250019468367,2.055416989605874,2.055416989605874,780.5080074977589,0.1951270018744397,0.4100000000000001,0.1735844310189129,0.8281716020964301,1.0,no_llm
main,0.2,1,0.8672566371681416,0.7875,0.9649890590809628,0.8918924107142858,0.16925,0.0,0.13025,0.13025,0.0156770622019095,0.0,0.9340236686390532,0.4448958981791617,0.0946763055519606,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,774.4673404886846,4.00195800466463,1.9232500053476544,1.9232500053476544,780.3925484986969,0.1950981371246742,0.4100000000000001,0.1735844310189129,0.8281716020964301,1.0,no_llm
