dataset,q,mode,n_seeds,f1_mean,f1_std,recall_mean,recall_std,precision_mean,precision_std,roc_auc_mean,roc_auc_std,prr_mean,prr_std,gray_ratio_mean,gray_ratio_std,llm_call_rate_mean,llm_call_rate_std,worst_case_recall_mean,worst_case_recall_std,instability_mean,instability_std,cost_usd_mean,cost_usd_std,billed_cost_usd_mean,billed_cost_usd_std,base_latency_ms_mean,base_latency_ms_std,routing_feature_latency_ms_mean,routing_feature_latency_ms_std,routing_overhead_ms_mean,routing_overhead_ms_std,mode_wall_latency_ms_mean,mode_wall_latency_ms_std,llm_only_latency_ms_mean,llm_only_latency_ms_std,llm_only_avg_latency_ms_per_sample_mean,llm_only_avg_latency_ms_per_sample_std,billed_llm_only_latency_ms_mean,billed_llm_only_latency_ms_std,billed_llm_only_avg_latency_ms_per_sample_mean,billed_llm_only_avg_latency_ms_per_sample_std,total_latency_ms_mean,total_latency_ms_std,avg_latency_ms_per_sample_mean,avg_latency_ms_per_sample_std,prompt_tokens_mean,prompt_tokens_std,completion_tokens_mean,completion_tokens_std,total_tokens_mean,total_tokens_std,billed_prompt_tokens_mean,billed_prompt_tokens_std,billed_completion_tokens_mean,billed_completion_tokens_std,billed_total_tokens_mean,billed_total_tokens_std,llm_calls_mean,llm_calls_std,billed_llm_calls_mean,billed_llm_calls_std,cache_hits_mean,cache_hits_std,cache_hit_rate_mean,cache_hit_rate_std,uses_actual_api_usage_mean,uses_actual_api_usage_std,xgb_shortcut_rate_mean,xgb_shortcut_rate_std,shortcut_filter_rate_mean,shortcut_filter_rate_std,tau_mean,tau_std,gray_margin_mean,gray_margin_std,entropy_threshold_mean,entropy_threshold_std,discrepancy_threshold_mean,discrepancy_threshold_std,ensemble_entropy_mean_mean,ensemble_entropy_mean_std,model_discrepancy_mean_mean,model_discrepancy_mean_std
main,0.65,no_llm,10,0.8770946661719548,0.006331449694112567,0.7927500000000001,0.009464173404544774,0.9816545712871635,0.009194907367947695,0.9064855505952382,0.007406689828481724,0.942160382101559,0.009963062701033924,0.41327499999999995,0.008200143968925858,0.0,0.0,0.07370652173913042,0.15553974742079676,0.01582977100906193,0.0007363397956370961,0.0,0.0,0.0,0.0,3841.50300952053,0.0,4.029566500685178,0.16538929469256267,1.9579459985834546,0.038364650288109536,1.9579459985834546,0.038364650288109536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.490522019799,0.15223078809551677,0.9618726305049495,3.8057697023881564e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323875,0.011464468054723596,0.323875,0.011464468054723596,0.41000000000000003,5.851389114294502e-17,0.2617648835058967,0.0,0.7176433439215327,0.0,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.65,selective,10,0.882516963621488,0.006992735834664449,0.8343928571428572,0.012951647825890556,0.9367755212277151,0.011586248085326696,0.8185873958333334,0.015203789221116532,0.9970609196683288,0.011127957192133765,0.41327499999999995,0.008200143968925858,0.0894,0.009751922887307916,0.21678218901617066,0.21663523236512627,0.02974928069051987,0.001328625102297659,0.09668107499999994,0.01054532283840803,0.0,0.0,3841.50300952053,0.0,4.029566500685178,0.16538929469256267,0.0,0.0,64.70332089811563,7.4900100504527805,531805.2572971825,217791.21339559517,132.95131432429562,54.447803348898795,0.0,0.0,0.0,0.0,535650.7898732037,217791.1734442774,133.9126974683009,54.44779336106935,633107.3,69060.24844703838,2858.3,310.4781438004578,635965.6,69370.72436986658,0.0,0.0,0.0,0.0,0.0,0.0,357.6,39.00769154923167,0.0,0.0,357.6,39.00769154923167,1.0,0.0,1.0,0.0,0.323875,0.011464468054723596,0.323875,0.011464468054723596,0.41000000000000003,5.851389114294502e-17,0.2617648835058967,0.0,0.7176433439215327,0.0,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.7,no_llm,10,0.8770946661719548,0.006331449694112567,0.7927500000000001,0.009464173404544774,0.9816545712871635,0.009194907367947695,0.9064855505952382,0.007406689828481724,0.942160382101559,0.009963062701033924,0.424775,0.007393174404663926,0.0,0.0,0.07370652173913042,0.15553974742079676,0.01582977100906193,0.0007363397956370961,0.0,0.0,0.0,0.0,3841.50300952053,0.0,3.9735039972583763,0.07905792962852895,1.9023707005544566,0.05226936150937868,1.9023707005544566,0.05226936150937868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.378884218343,0.10389395717040394,0.9618447210545856,2.5973489292642332e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33015,0.010912021912653141,0.33015,0.010912021912653141,0.41000000000000003,5.851389114294502e-17,0.2673399293179167,0.0,0.7122225787516897,0.0,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.7,selective,10,0.8823664391102364,0.006921301523514563,0.8370357142857143,0.012616857402021614,0.9331244128651963,0.01175209860942965,0.8118085416666666,0.015719972227549384,1.0002255654589454,0.01121594785124704,0.424775,0.007393174404663926,0.094625,0.009606313028420426,0.245506280523443,0.2120300246176948,0.030776524668084716,0.0012281485494876425,0.10233092999999997,0.01039460527432377,0.0,0.0,3841.50300952053,0.0,3.9735039972583763,0.07905792962852895,0.0,0.0,66.87930399930337,6.028564561328147,564382.0229731812,232183.306903521,141.09550574329532,58.04582672588025,0.0,0.0,0.0,0.0,568227.4994866991,232183.28540328317,142.05687487167478,58.04582135082079,670106.2,68073.89028891081,3025.0,305.8717959465298,673131.2,68379.75981043903,0.0,0.0,0.0,0.0,0.0,0.0,378.5,38.4252521136817,0.0,0.0,378.5,38.4252521136817,1.0,0.0,1.0,0.0,0.33015,0.010912021912653141,0.33015,0.010912021912653141,0.41000000000000003,5.851389114294502e-17,0.2673399293179167,0.0,0.7122225787516897,0.0,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.75,no_llm,10,0.8770946661719548,0.006331449694112567,0.7927500000000001,0.009464173404544774,0.9816545712871635,0.009194907367947695,0.9064855505952382,0.007406689828481724,0.942160382101559,0.009963062701033924,0.43492500000000006,0.00654795345466386,0.0,0.0,0.07370652173913042,0.15553974742079676,0.01582977100906193,0.0007363397956370961,0.0,0.0,0.0,0.0,3841.50300952053,0.0,4.400075103330892,1.4888103695495651,1.9685458013555035,0.04342487237197662,1.9685458013555035,0.04342487237197662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.8716304252166,1.498836928251754,0.9619679076063041,0.000374709232062865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33602499999999996,0.010976901252681064,0.33602499999999996,0.010976901252681064,0.41000000000000003,5.851389114294502e-17,0.2732468146773751,0.0,0.7081236771908002,0.0,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.75,selective,10,0.8825341481436697,0.006859393457228745,0.8393214285714284,0.012387189363106553,0.9306615197591299,0.011487948637739252,0.8074914136904763,0.015602641753710638,1.002965349648341,0.011671879662892567,0.43492500000000006,0.00654795345466386,0.0989,0.009516943953928814,0.245506280523443,0.2120300246176948,0.03149297052981,0.0012751955078193007,0.10694638499999995,0.010296988471744999,0.0,0.0,3841.50300952053,0.0,4.400075103330892,1.4888103695495651,0.0,0.0,70.18439959938405,6.967741153099366,593390.1071069795,244681.67367463995,148.34752677674487,61.17041841866,0.0,0.0,0.0,0.0,597236.0101916033,244681.25037180466,149.30900254790083,61.17031259295118,700333.1,67436.83271106376,3160.7,302.44229936377025,703493.8,67739.27194569878,0.0,0.0,0.0,0.0,0.0,0.0,395.6,38.067775815715265,0.0,0.0,395.6,38.067775815715265,1.0,0.0,1.0,0.0,0.33602499999999996,0.010976901252681064,0.33602499999999996,0.010976901252681064,0.41000000000000003,5.851389114294502e-17,0.2732468146773751,0.0,0.7081236771908002,0.0,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.8,ensemble_only,10,0.8728287195815287,0.0044081057943289054,0.7795714285714286,0.007479753473085903,0.9915212503527954,0.0065756680949729,0.9165297916666667,0.007124102634977125,0.9323125663209169,0.006338268998109857,0.0,0.0,0.0,0.0,0.0681159420289855,0.14360101451972349,0.018113967415615488,0.00036266365895040856,0.0,0.0,0.0,0.0,3841.50300952053,0.0,3.900008501659613,0.06867905389642659,1.9704459031345323,0.052793970026207664,1.9704459031345323,0.052793970026207664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.3734639253244,0.09266949140199796,0.9618433659813311,2.316737285049691e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,5.851389114294502e-17,0.2798569406098888,0.0,0.7042773411592209,1.1702778228589004e-16,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.8,no_llm,10,0.8770946661719548,0.006331449694112567,0.7927500000000001,0.009464173404544774,0.9816545712871635,0.009194907367947695,0.9064855505952382,0.007406689828481724,0.942160382101559,0.009963062701033924,0.44532499999999997,0.00681914176743998,0.0,0.0,0.07370652173913042,0.15553974742079676,0.01582977100906193,0.0007363397956370961,0.0,0.0,0.0,0.0,3841.50300952053,0.0,3.900008501659613,0.06867905389642659,1.9258877029642463,0.1197145969219291,1.9258877029642463,0.1197145969219291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.328905725154,0.139171496069725,0.9618322264312885,3.4792874017501584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34175,0.01167202258013199,0.34175,0.01167202258013199,0.41000000000000003,5.851389114294502e-17,0.2798569406098888,0.0,0.7042773411592209,1.1702778228589004e-16,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.8,selective,10,0.8821043698544251,0.00682141085252803,0.8410714285714287,0.012743100930118724,0.9275866982712359,0.011739975712970687,0.8014356696428571,0.01577907746544143,1.0050505184867162,0.011617266397279525,0.44532499999999997,0.00681914176743998,0.103575,0.009846072256940269,0.245506280523443,0.2120300246176948,0.032140176916540565,0.001400133782181229,0.11199935999999996,0.010650775736818422,0.0,0.0,3841.50300952053,0.0,3.900008501659613,0.06867905389642659,0.0,0.0,76.58230020169867,12.825114027155035,625250.4458278825,261359.18714633875,156.31261145697061,65.33979678658469,0.0,0.0,0.0,0.0,629095.8488459047,261359.16162091694,157.27396221147615,65.33979040522924,733426.0,69754.49109237021,3309.1,312.6753552453051,736735.1,70067.16114391011,0.0,0.0,0.0,0.0,0.0,0.0,414.3,39.384289027761085,0.0,0.0,414.3,39.384289027761085,1.0,0.0,1.0,0.0,0.34175,0.01167202258013199,0.34175,0.01167202258013199,0.41000000000000003,5.851389114294502e-17,0.2798569406098888,0.0,0.7042773411592209,1.1702778228589004e-16,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.8,selective_no_filter,10,0.8655797222213131,0.004889226873923889,0.8971428571428571,0.009019379488036145,0.8362529638145821,0.00785471049296717,0.6040462946428571,0.013498676033246483,1.0709984960927381,0.010308283139285692,0.44532499999999997,0.00681914176743998,0.44532499999999997,0.00681914176743998,0.46987210052427447,0.16492478958803358,0.0711076450207542,0.0021997199725235263,0.4806813749999999,0.007400665517792977,0.0,0.0,3841.50300952053,0.0,3.900008501659613,0.06867905389642659,0.0,0.0,293.7859457000741,8.68223732612391,2668097.1200484424,1240191.6576696984,667.0242800121107,310.0479144174246,0.0,0.0,0.0,0.0,2671942.523066465,1240191.6318572315,667.9856307666163,310.04790796430785,3150816.5,48492.84239337687,13431.5,212.26307053067688,3164248.0,48704.06087563724,0.0,0.0,0.0,0.0,0.0,0.0,1781.3,27.276567069759917,0.0,0.0,1781.3,27.276567069759917,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,5.851389114294502e-17,0.2798569406098888,0.0,0.7042773411592209,1.1702778228589004e-16,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.8,selective_no_graph,10,0.8820215121356754,0.006800545284000517,0.8409285714285716,0.012612532010616306,0.9275737571792446,0.01175008761213713,0.8013048660714286,0.015770390912654995,1.004880823042403,0.011512706206621608,0.44532499999999997,0.00681914176743998,0.103575,0.009846072256940269,0.245506280523443,0.2120300246176948,0.032125700976629874,0.0014052959588726694,0.11196236999999995,0.010649605494524232,0.08651024999999997,0.008350452514983812,3841.50300952053,0.0,3.900008501659613,0.06867905389642659,1769693.5926116607,263870.5880738186,2757943.1933667,263394.96213286504,988249.6007550396,123596.19417759926,247.06240018875988,30.899048544399818,845434.645033146,88363.5118788511,211.35866125828653,22.09087796971278,2761788.5963847223,263394.9584952044,690.4471490961805,65.84873962380112,733181.0,69747.57351255232,3308.7,312.46014857009277,736489.7,70060.02247763461,566533.8,54690.84707862713,2550.3,244.72254130386563,569084.1,54935.55598749825,414.3,39.384289027761085,319.3,30.80422049005623,95.0,10.47748909700114,0.22932478938551068,0.013056883646957541,1.0,0.0,0.34175,0.01167202258013199,0.34175,0.01167202258013199,0.41000000000000003,5.851389114294502e-17,0.2798569406098888,0.0,0.7042773411592209,1.1702778228589004e-16,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.85,no_llm,10,0.8770946661719548,0.006331449694112567,0.7927500000000001,0.009464173404544774,0.9816545712871635,0.009194907367947695,0.9064855505952382,0.007406689828481724,0.942160382101559,0.009963062701033924,0.45605,0.006512594635695427,0.0,0.0,0.07370652173913042,0.15553974742079676,0.01582977100906193,0.0007363397956370961,0.0,0.0,0.0,0.0,3841.50300952053,0.0,3.9622542026336305,0.10654289560596757,1.9426750019192696,0.054308382515045835,1.9426750019192696,0.054308382515045835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.407938725083,0.13201828910676258,0.9618519846812708,3.3004572276699456e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348325,0.011313739189341625,0.348325,0.011313739189341625,0.41000000000000003,5.851389114294502e-17,0.2898104448821513,0.0,0.7012762304143376,0.0,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.85,selective,10,0.8819732910395967,0.006888294889470992,0.8425714285714285,0.012941522058756405,0.9254752263337428,0.011333741296119122,0.7974623511904763,0.015104246628890174,1.006840453862361,0.011668866964714822,0.45605,0.006512594635695427,0.107725,0.010108748960952367,0.245506280523443,0.2120300246176948,0.032781611014700715,0.001457876459399898,0.11648855999999994,0.010933158465237746,0.0,0.0,3841.50300952053,0.0,3.9622542026336305,0.10654289560596757,0.0,0.0,74.02873739920324,6.501240224847469,650840.8116357836,272670.21089182113,162.71020290894594,68.16755272295528,0.0,0.0,0.0,0.0,654686.276899507,272670.18439499644,163.67156922487675,68.16754609874911,762827.2,71606.13982799706,3440.8,320.40037453161625,766268.0,71926.5355855079,0.0,0.0,0.0,0.0,0.0,0.0,430.9,40.43499584380947,0.0,0.0,430.9,40.43499584380947,1.0,0.0,1.0,0.0,0.348325,0.011313739189341625,0.348325,0.011313739189341625,0.41000000000000003,5.851389114294502e-17,0.2898104448821513,0.0,0.7012762304143376,0.0,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.9,no_llm,10,0.8770946661719548,0.006331449694112567,0.7927500000000001,0.009464173404544774,0.9816545712871635,0.009194907367947695,0.9064855505952382,0.007406689828481724,0.942160382101559,0.009963062701033924,0.4748,0.007325564066260624,0.0,0.0,0.07370652173913042,0.15553974742079676,0.01582977100906193,0.0007363397956370961,0.0,0.0,0.0,0.0,3841.50300952053,0.0,4.3202669025049545,1.2227326512026582,1.9813706981949508,0.1130883749939806,1.9813706981949508,0.1130883749939806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.80464712123,1.2480624446980826,0.9619511617803076,0.0003120156111745778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36255000000000004,0.013258540224658557,0.36255000000000004,0.013258540224658557,0.41000000000000003,5.851389114294502e-17,0.3142996105987139,0.0,0.7014953322085604,1.1702778228589004e-16,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
main,0.9,selective,10,0.8817824059979475,0.006941957264466512,0.8431428571428571,0.012798366534095006,0.92436427573691,0.011503812521464074,0.7949420089285714,0.016122632701038454,1.0075237079325148,0.0114713358771208,0.4748,0.007325564066260624,0.11225,0.01043964133057794,0.245506280523443,0.2120300246176948,0.032971536869865106,0.0014957509700528535,0.12138481499999998,0.011287696418767196,0.0,0.0,3841.50300952053,0.0,4.3202669025049545,1.2227326512026582,0.0,0.0,78.26539559900993,9.600566126545829,678794.2839934847,288587.9002861113,169.69857099837117,72.14697507152782,0.0,0.0,0.0,0.0,682640.1072699078,288587.6937020449,170.66002681747693,72.1469234255112,794894.5,73927.97229924393,3584.4,330.84276225018635,798478.9,74258.80647580535,0.0,0.0,0.0,0.0,0.0,0.0,449.0,41.75856532231175,0.0,0.0,449.0,41.75856532231175,1.0,0.0,1.0,0.0,0.36255000000000004,0.013258540224658557,0.36255000000000004,0.013258540224658557,0.41000000000000003,5.851389114294502e-17,0.3142996105987139,0.0,0.7014953322085604,1.1702778228589004e-16,1.0,0.0,0.4447686813485035,0.006360547151083082,0.09464753277526648,0.002666368334438281
val,0.4,ensemble_only,10,0.9013034865818623,0.003522120390725891,0.8361862527716186,0.007980927046187605,0.9775395244880896,0.00790018493505172,0.8909572408690222,0.008915581378054165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004171926039146059,0.00013990862121438606,0.0,0.0,0.0,0.0,2589.3835160008166,0.0,6.404254200242576,1.1763573205151105,3.816516699589556,0.1531705154240262,3.816516699589556,0.1531705154240262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.6042869006487,1.1875122026807636,0.2058603331406912,9.403802681982179e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,5.851389114294502e-17,0.2281822239561854,0.0,0.7564255001576455,1.1702778228589004e-16,1.0,0.0,0.38334503532192626,0.006557269699208423,0.07958907449785775,0.00254243406472472
val,0.4,no_llm,10,0.8973286011361588,0.0046350008290234074,0.8414634146341463,0.01049636690217925,0.9612987356168677,0.007915996868813545,0.8940815925192107,0.005709661091878764,1.0,0.0,0.26333544504276213,0.009479067642615387,0.0,0.0,0.0,0.0,0.0039224200841289705,0.00042518917803486454,0.0,0.0,0.0,0.0,2589.3835160008166,0.0,6.404254200242576,1.1763573205151105,3.7905748991761357,0.07951328091669672,3.7905748991761357,0.07951328091669672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.5783451002353,1.196045782306661,0.20585827883277125,9.471379334070735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22103262591067466,0.01327843829146793,0.22103262591067466,0.01327843829146793,0.41000000000000003,5.851389114294502e-17,0.2281822239561854,0.0,0.7564255001576455,1.1702778228589004e-16,1.0,0.0,0.38334503532192626,0.006557269699208423,0.07958907449785775,0.00254243406472472
val,0.4,selective,10,0.8998367329470064,0.004565663939222255,0.8368403547671839,0.01011134693032103,0.9732466704024038,0.008073757946210744,0.8939296144070088,0.004962425837560823,1.0,0.0,0.26333544504276213,0.009479067642615387,0.042302819132087374,0.004985043350325144,0.0,0.0,0.00391336270052706,0.0005172464964333289,0.11458589999999998,0.01350301683328579,0.0,0.0,2589.3835160008166,0.0,6.404254200242576,1.1763573205151105,0.0,0.0,6.79170420007722,0.6003586253807375,480780.0,56656.0146851153,38.07253721887868,4.486539015292627,0.0,0.0,0.0,0.0,483375.7877702011,56656.12978616829,38.278095325483136,4.486548130041834,507490.0,59803.57105651059,64104.0,7554.135291348706,571594.0,67357.70634785929,0.0,0.0,0.0,0.0,0.0,0.0,534.2,62.95112742790588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22103262591067466,0.01327843829146793,0.22103262591067466,0.01327843829146793,0.41000000000000003,5.851389114294502e-17,0.2281822239561854,0.0,0.7564255001576455,1.1702778228589004e-16,1.0,0.0,0.38334503532192626,0.006557269699208423,0.07958907449785775,0.00254243406472472
val,0.4,selective_no_filter,10,0.9003782954238799,0.004333660861913628,0.8377161862527716,0.009713562678685981,0.9733227470020491,0.008063573036593682,0.9105336779317703,0.004318564195612335,1.0,0.0,0.26333544504276213,0.009479067642615387,0.26333544504276213,0.009479067642615387,0.0,0.0,0.00396539058164841,0.0005201824892839743,0.7132982999999999,0.025676007397958098,0.0,0.0,2589.3835160008166,0.0,6.404254200242576,1.1763573205151105,0.0,0.0,8.691220699620317,0.25509803436749984,2992860.0,107731.49957185224,237.00190053848587,8.531160878353846,0.0,0.0,0.0,0.0,2995455.787770201,107731.49703206733,237.20745864509036,8.53116067723054,3159130.0,113716.58288139959,399048.0,14364.199942913632,3558178.0,128080.78282431322,0.0,0.0,0.0,0.0,0.0,0.0,3325.4,119.70166619094694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,5.851389114294502e-17,0.2281822239561854,0.0,0.7564255001576455,1.1702778228589004e-16,1.0,0.0,0.38334503532192626,0.006557269699208423,0.07958907449785775,0.00254243406472472
val,0.4,selective_no_graph,10,0.8998367329470064,0.004565663939222255,0.8368403547671839,0.01011134693032103,0.9732466704024038,0.008073757946210744,0.893927097826461,0.004961674154068736,1.0,0.0,0.26333544504276213,0.009479067642615387,0.042302819132087374,0.004985043350325144,0.0,0.0,0.00391393693051536,0.0005175924861988383,0.11458589999999998,0.01350301683328579,0.0,0.0,2589.3835160008166,0.0,6.404254200242576,1.1763573205151105,0.0,0.0,7.257241499610245,0.12006578797727206,480780.0,56656.0146851153,38.07253721887868,4.486539015292627,0.0,0.0,0.0,0.0,483375.7877702011,56656.12978616829,38.278095325483136,4.486548130041834,507490.0,59803.57105651059,64104.0,7554.135291348706,571594.0,67357.70634785929,0.0,0.0,0.0,0.0,0.0,0.0,534.2,62.95112742790588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22103262591067466,0.01327843829146793,0.22103262591067466,0.01327843829146793,0.41000000000000003,5.851389114294502e-17,0.2281822239561854,0.0,0.7564255001576455,1.1702778228589004e-16,1.0,0.0,0.38334503532192626,0.006557269699208423,0.07958907449785775,0.00254243406472472
val,0.6,ensemble_only,10,0.9013034865818623,0.003522120390725891,0.8361862527716186,0.007980927046187605,0.9775395244880896,0.00790018493505172,0.8909572408690222,0.008915581378054165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004171926039146059,0.00013990862121438606,0.0,0.0,0.0,0.0,2589.3835160008166,0.0,6.201749999308959,0.8171703645825,3.7988080992363393,0.11573425010512445,3.7988080992363393,0.11573425010512445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.384074099362,0.888122812249642,0.20584289468636055,7.032964937041852e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,5.851389114294502e-17,0.2564322105611923,0.0,0.7228677466422824,1.1702778228589004e-16,1.0,0.0,0.38334503532192626,0.006557269699208423,0.07958907449785775,0.00254243406472472
val,0.6,no_llm,10,0.8973286011361588,0.0046350008290234074,0.8414634146341463,0.01049636690217925,0.9612987356168677,0.007915996868813545,0.8940815925192107,0.005709661091878764,1.0,0.0,0.35498099461514093,0.011386846675561888,0.0,0.0,0.0,0.0,0.0039224200841289705,0.00042518917803486454,0.0,0.0,0.0,0.0,2589.3835160008166,0.0,6.201749999308959,0.8171703645825,4.038312399643473,1.2842754974172004,4.038312399643473,1.2842754974172004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.623578399769,1.906530190110278,0.20586186081721322,0.00015097641670177705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2957950585999366,0.016747701833122117,0.2957950585999366,0.016747701833122117,0.41000000000000003,5.851389114294502e-17,0.2564322105611923,0.0,0.7228677466422824,1.1702778228589004e-16,1.0,0.0,0.38334503532192626,0.006557269699208423,0.07958907449785775,0.00254243406472472
val,0.6,selective,10,0.8998582293391054,0.004567395721962024,0.8368403547671841,0.010101347346535453,0.9732965280309113,0.008067140017748395,0.8952429099414457,0.005064796296782663,1.0,0.0,0.35498099461514093,0.011386846675561888,0.059185936015204256,0.006094554933877908,0.0,0.0,0.00393919202975706,0.0005373773921574546,0.1603172999999999,0.016508357516724692,0.0,0.0,2589.3835160008166,0.0,6.4211875996988965,1.171767920247384,0.0,0.0,6.912979199478286,0.4288110316794968,672660.0,69265.83573450912,53.26734241368388,5.485099440490111,0.0,0.0,0.0,0.0,675255.8047036005,69265.99466683448,53.47290186122905,5.485112026198485,710030.0,73113.93771975962,89688.0,9235.444764601216,799718.0,82349.38248436083,0.0,0.0,0.0,0.0,0.0,0.0,747.4,76.96203970501013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2957950585999366,0.016747701833122117,0.2957950585999366,0.016747701833122117,0.41000000000000003,5.851389114294502e-17,0.2564322105611923,0.0,0.7228677466422824,1.1702778228589004e-16,1.0,0.0,0.38334503532192626,0.006557269699208423,0.07958907449785775,0.00254243406472472
val,0.6,selective_no_filter,10,0.9003782954238799,0.004333660861913628,0.8377161862527716,0.009713562678685981,0.9733227470020491,0.008063573036593682,0.9023289309049611,0.00563523170019888,1.0,0.0,0.35498099461514093,0.011386846675561888,0.35498099461514093,0.011386846675561888,0.0,0.0,0.00427576188873455,0.0005449272133834313,0.9615391499999999,0.030843619911174534,0.0,0.0,2589.3835160008166,0.0,6.201749999308959,0.8171703645825,0.0,0.0,9.446749900234863,0.3049958891698479,4034430.0,129413.7898370958,319.4828951536269,10.248162008005687,0.0,0.0,0.0,0.0,4037025.585266,129413.74428088474,319.68843722410514,10.248158400450173,4258565.0,136603.44482804555,537924.0,17255.17197827944,4796489.0,153858.616806325,0.0,0.0,0.0,0.0,0.0,0.0,4482.7,143.79309981899533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,5.851389114294502e-17,0.2564322105611923,0.0,0.7228677466422824,1.1702778228589004e-16,1.0,0.0,0.38334503532192626,0.006557269699208423,0.07958907449785775,0.00254243406472472
